"filename", "language", "TypeScript", "CSS", "HTML", "JavaScript", "SCSS", "comment", "blank", "total"
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/details-container.component.css", "CSS", 0, 6, 0, 0, 0, 1, 1, 8
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/details-container.component.html", "HTML", 0, 0, 8, 0, 0, 0, 1, 9
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/details-container.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/details-container.component.ts", "TypeScript", 67, 0, 0, 0, 0, 0, 20, 87
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/events/open.details.event.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 3, 10
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/events/close.event.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 3, 6
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/events/save.event.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 3, 7
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/events/stage.details.event.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 3, 10
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/events/update.event.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 3, 7
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/model/change.detector.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 8, 40
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/model/model.ts", "TypeScript", 44, 0, 0, 0, 0, 1, 10, 55
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/model/state.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 9, 34
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/model/validator.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 6, 27
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/project-details.component.css", "CSS", 0, 37, 0, 0, 0, 5, 12, 54
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/project-details.component.html", "HTML", 0, 0, 276, 0, 0, 1, 18, 295
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/project-details.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/project-details.component.ts", "TypeScript", 115, 0, 0, 0, 0, 1, 17, 133
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/stage/project.stage.model.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 6, 25
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/project-details/stage/project.stages.controller.ts", "TypeScript", 59, 0, 0, 0, 0, 1, 13, 73
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/stage-details/events/close.event.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 3, 6
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/stage-details/events/update.event.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 3, 7
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/stage-details/model.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 10, 42
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/stage-details/stage-details.component.css", "CSS", 0, 1, 0, 0, 0, 0, 1, 2
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/stage-details/stage-details.component.html", "HTML", 0, 0, 87, 0, 0, 0, 5, 92
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/stage-details/stage-details.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/stage-details/stage-details.component.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 10, 43
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/events/close.event.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 3, 6
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/events/open.labels.event.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 3, 6
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/events/save.event.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 3, 7
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/labels/task.label.model.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 8, 38
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/labels/task.labels.controller.ts", "TypeScript", 99, 0, 0, 0, 0, 5, 22, 126
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/model/change.detector.ts", "TypeScript", 25, 0, 0, 0, 0, 1, 7, 33
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/model/model.ts", "TypeScript", 34, 0, 0, 0, 0, 1, 10, 45
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/model/state.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 13, 50
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/model/validator.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 5, 18
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/subtask.view.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 5, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/subtasks/subtasks.editing.controller.ts", "TypeScript", 93, 0, 0, 0, 0, 1, 20, 114
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/subtasks/subtasks.editing.model.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 14, 56
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/details-container/task-details/task-details.component.css", "CSS", 0, 92, 0, 0, 0, 7, 27, 126
