"filename", "language", "SCSS", "TypeScript", "CSS", "JavaScript", "HTML", "comment", "blank", "total"
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/model/state.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 13, 50
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/model/validator.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 5, 18
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/subtask.view.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 5, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/subtasks/subtasks.editing.controller.ts", "TypeScript", 0, 93, 0, 0, 0, 1, 20, 114
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/subtasks/subtasks.editing.model.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 13, 55
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/task-details.component.css", "CSS", 0, 0, 92, 0, 0, 7, 27, 126
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/task-details.component.html", "HTML", 0, 0, 0, 0, 236, 3, 28, 267
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/task-details.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/task-details.component.ts", "TypeScript", 0, 154, 0, 0, 0, 5, 25, 184
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks-container/task.list.ts", "TypeScript", 0, 12, 0, 0, 0, 1, 2, 15
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks-container/tasks-container.component.css", "CSS", 0, 0, 6, 0, 0, 0, 2, 8
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks-container/tasks-container.component.html", "HTML", 0, 0, 0, 0, 21, 1, 2, 24
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks-container/tasks-container.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks-container/tasks-container.component.ts", "TypeScript", 0, 73, 0, 0, 0, 6, 21, 100
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/adding/task.adding.controller.ts", "TypeScript", 0, 65, 0, 0, 0, 1, 12, 78
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/adding/task.adding.model.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 6, 25
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/common/special.list.ts", "TypeScript", 0, 40, 0, 0, 0, 1, 8, 49
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/common/task.item.controller.ts", "TypeScript", 0, 27, 0, 0, 0, 2, 7, 36
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/common/task.item.info.ts", "TypeScript", 0, 32, 0, 0, 0, 2, 4, 38
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/controllers/order.controller.ts", "TypeScript", 0, 18, 0, 0, 0, 1, 4, 23
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/filter_model.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 14, 64
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/filtering/task.filtering.controller.ts", "TypeScript", 0, 68, 0, 0, 0, 3, 12, 83
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/filtering/task.filtering.model.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 7, 24
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/model.ts", "TypeScript", 0, 66, 0, 0, 0, 1, 17, 84
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/task.type.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 1, 5
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/tasks.component.css", "CSS", 0, 0, 49, 0, 0, 8, 15, 72
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/tasks.component.html", "HTML", 0, 0, 0, 0, 249, 0, 21, 270
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/tasks.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/tasks/tasks.component.ts", "TypeScript", 0, 143, 0, 0, 0, 4, 25, 172
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/top-bar/top-bar.component.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 1
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/top-bar/top-bar.component.html", "HTML", 0, 0, 0, 0, 5, 0, 1, 6
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/top-bar/top-bar.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/top-bar/top-bar.component.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 8, 19
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/directives/timepicker-trigger.directive.spec.ts", "TypeScript", 0, 5, 0, 0, 0, 2, 2, 9
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/directives/timepicker-trigger.directive.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 13, 44
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/directives/trigger.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 2, 2
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/time_model.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 5, 18
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/timepicker.component.css", "CSS", 0, 0, 21, 0, 0, 0, 4, 25
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/timepicker.component.html", "HTML", 0, 0, 0, 0, 22, 0, 3, 25
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/timepicker.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/timepicker/timepicker.component.ts", "TypeScript", 0, 108, 0, 0, 0, 2, 26, 136
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/widgets/widgets.module.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 3, 17
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/custom-theme.scss", "SCSS", 7, 0, 0, 0, 0, 14, 8, 29
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/environments/environment.prod.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 1, 4
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/environments/environment.ts", "TypeScript", 0, 3, 0, 0, 0, 11, 3, 17
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/index.html", "HTML", 0, 0, 0, 0, 15, 0, 1, 16
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/main.js", "JavaScript", 0, 0, 0, 30, 0, 4, 11, 45
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/main.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 4, 13
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/polyfills.ts", "TypeScript", 0, 2, 0, 0, 0, 58, 8, 68
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/styles.css", "CSS", 0, 0, 373, 0, 0, 14, 83, 470
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/test.ts", "TypeScript", 0, 18, 0, 0, 0, 4, 4, 26
"Total", "-", 7, 7506, 888, 30, 1614, 377, 2190, 12612
