"filename", "language", "SCSS", "TypeScript", "CSS", "JavaScript", "HTML", "comment", "blank", "total"
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/adding/projects.adding.model.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 3, 12
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/common/model.ts", "TypeScript", 0, 52, 0, 0, 0, 2, 18, 72
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/common/projects.loader.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 2, 8
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/common/special_list.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 4
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/common/state.ts", "TypeScript", 0, 51, 0, 0, 0, 0, 16, 67
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/events/project.event.ts", "TypeScript", 0, 10, 0, 0, 0, 1, 8, 19
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/filtering/filter_model.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 10, 43
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/filtering/projects.filtering.controller.ts", "TypeScript", 0, 32, 0, 0, 0, 1, 6, 39
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/projects.component.css", "CSS", 0, 0, 66, 0, 0, 7, 27, 100
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/projects.component.html", "HTML", 0, 0, 0, 0, 106, 3, 17, 126
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/projects.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/projects.component.ts", "TypeScript", 0, 100, 0, 0, 0, 9, 23, 132
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/projects/removing/projects.removing.controller.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 8, 43
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/services/app/app.service.spec.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 5, 17
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/services/app/app.service.ts", "TypeScript", 0, 35, 0, 0, 0, 1, 14, 50
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/services/task/task.service.spec.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 5, 17
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/services/task/task.service.ts", "TypeScript", 0, 10, 0, 0, 0, 1, 4, 15
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/side-container/side-container.component.css", "CSS", 0, 0, 14, 0, 0, 0, 3, 17
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/side-container/side-container.component.html", "HTML", 0, 0, 0, 0, 10, 0, 1, 11
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/side-container/side-container.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/side-container/side-container.component.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 9, 37
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/special-lists/events/special.list.event.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 3, 10
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/special-lists/special-lists.component.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 1
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/special-lists/special-lists.component.html", "HTML", 0, 0, 0, 0, 16, 1, 4, 21
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/special-lists/special-lists.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/special-lists/special-lists.component.ts", "TypeScript", 0, 18, 0, 0, 0, 1, 8, 27
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/stage-details/model.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 9, 41
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/stage-details/stage-details.component.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 1
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/stage-details/stage-details.component.html", "HTML", 0, 0, 0, 0, 59, 0, 9, 68
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/stage-details/stage-details.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 6, 26
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/stage-details/stage-details.component.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 11, 43
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/labels/task.label.model.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 7, 37
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/labels/task.labels.controller.ts", "TypeScript", 0, 99, 0, 0, 0, 5, 22, 126
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/model/change.detector.ts", "TypeScript", 0, 25, 0, 0, 0, 1, 6, 32
"/media/roman/414054776F940E4C/Projects/PARAtask/paratime/src/app/task-details/model/model.ts", "TypeScript", 0, 34, 0, 0, 0, 1, 10, 45
